Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
,Somalia,5.152149,46.199616,2020-07-08,3028,92,1147,1789,Eastern Mediterranean
,South Africa,-30.5595,22.9375,2020-07-08,224665,3602,106842,114221,Africa
,Spain,40.463667,-3.7492199999999998,2020-07-08,252513,28396,150376,73741,Europe
,Sri Lanka,7.873054,80.77179699999998,2020-07-08,2094,11,1967,116,South-East Asia
,Sudan,12.8628,30.2176,2020-07-08,10084,636,5074,4374,Eastern Mediterranean
,Suriname,3.9193,-56.0278,2020-07-08,665,17,434,214,Americas
,Sweden,60.128161,18.643501,2020-07-08,73858,5482,0,68376,Europe
,Switzerland,46.8182,8.2275,2020-07-08,32498,1966,29400,1132,Europe
,Taiwan*,23.7,121.0,2020-07-08,449,7,438,4,Western Pacific
,Tanzania,-6.369028,34.888822,2020-07-08,509,21,183,305,Africa
,Thailand,15.870032,100.992541,2020-07-08,3197,58,3074,65,South-East Asia
,Togo,8.6195,0.8248,2020-07-08,695,15,475,205,Africa
,Trinidad and Tobago,10.6918,-61.2225,2020-07-08,133,8,117,8,Americas
,Tunisia,33.886917,9.537499,2020-07-08,1221,50,1050,121,Eastern Mediterranean
,Turkey,38.9637,35.2433,2020-07-08,208938,5282,187511,16145,Europe
,Uganda,1.373333,32.290275,2020-07-08,977,0,904,73,Africa
,Ukraine,48.3794,31.1656,2020-07-08,51457,1323,23912,26222,Europe
,United Arab Emirates,23.424076,53.847818000000004,2020-07-08,53045,327,42282,10436,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,2020-07-08,149,9,137,3,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-07-08,201,1,197,3,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,2020-07-08,577,47,512,18,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,2020-07-08,179,0,176,3,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,2020-07-08,336,24,312,0,Europe
Montserrat,United Kingdom,16.742498,-62.187366000000004,2020-07-08,11,1,10,0,Europe
,United Kingdom,55.3781,-3.4360000000000004,2020-07-08,286979,44517,0,242462,Europe
,Uruguay,-32.5228,-55.7658,2020-07-08,974,29,871,74,Americas
,US,40.0,-100.0,2020-07-08,3054699,132300,953462,1968937,Americas
,Uzbekistan,41.377491,64.585262,2020-07-08,11092,45,7060,3987,Europe
,Venezuela,6.4238,-66.5897,2020-07-08,8008,75,2100,5833,Americas
,Vietnam,14.058323999999999,108.277199,2020-07-08,369,0,347,22,Western Pacific
,Zambia,-13.133897,27.849332,2020-07-08,1895,42,1348,505,Africa
,Zimbabwe,-19.015438,29.154857,2020-07-08,885,9,206,670,Africa
,Dominica,15.415,-61.371,2020-07-08,18,0,18,0,Americas
,Grenada,12.1165,-61.678999999999995,2020-07-08,23,0,23,0,Americas
,Mozambique,-18.665695,35.529562,2020-07-08,1071,8,0,1063,Africa
,Syria,34.802075,38.99681500000001,2020-07-08,372,14,0,358,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,2020-07-08,24,0,0,24,South-East Asia
,Belize,17.1899,-88.4976,2020-07-08,30,2,19,9,Americas
,Laos,19.856270000000002,102.495496,2020-07-08,19,0,19,0,Western Pacific
,Libya,26.3351,17.228331,2020-07-08,1268,36,306,926,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,2020-07-08,5029,20,494,4515,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,2020-07-08,1790,25,760,1005,Africa
,Mali,17.570692,-3.996166000000001,2020-07-08,2358,120,1597,641,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,2020-07-08,16,0,15,1,Americas
Northwest Territories,Canada,64.8255,-124.8457,2020-07-08,5,0,0,5,Americas
Yukon,Canada,64.2823,-135.0,2020-07-08,11,0,0,11,Americas
,Kosovo,42.602636,20.902977,2020-07-08,3886,82,2003,1801,Europe
,Burma,21.9162,95.956,2020-07-08,317,6,250,61,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,2020-07-08,3,0,3,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-07-08,8,1,7,0,Europe
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-07-08,55,2,11,42,Europe
,Botswana,-22.3285,24.6849,2020-07-08,314,1,31,282,Africa
,Burundi,-3.3731,29.9189,2020-07-08,191,1,118,72,Africa
,Sierra Leone,8.460555000000001,-11.779889,2020-07-08,1584,63,1122,399,Africa
,Malawi,-13.2543,34.3015,2020-07-08,1864,24,345,1495,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-07-08,13,0,13,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-07-08,1,0,1,0,Europe
,South Sudan,6.8770000000000024,31.307,2020-07-08,2021,38,333,1650,Africa
,Western Sahara,24.2155,-12.8858,2020-07-08,10,1,8,1,Africa
,Sao Tome and Principe,0.1864,6.6131,2020-07-08,724,13,283,428,Africa
,Yemen,15.552726999999999,48.516388,2020-07-08,1318,351,595,372,Eastern Mediterranean
,Comoros,-11.6455,43.3333,2020-07-08,313,7,272,34,Africa
,Tajikistan,38.861,71.2761,2020-07-08,6364,54,5011,1299,Europe
,Lesotho,-29.61,28.2336,2020-07-08,91,0,11,80,Africa
,Afghanistan,33.93911,67.709953,2020-07-09,33908,957,20847,12104,Eastern Mediterranean
,Albania,41.1533,20.1683,2020-07-09,3188,83,1832,1273,Europe
,Algeria,28.0339,1.6596,2020-07-09,17808,988,12637,4183,Africa
,Andorra,42.5063,1.5218,2020-07-09,855,52,802,1,Europe
,Angola,-11.2027,17.8739,2020-07-09,396,22,117,257,Africa
,Antigua and Barbuda,17.0608,-61.7964,2020-07-09,73,3,57,13,Americas
,Argentina,-38.4161,-63.6167,2020-07-09,90693,1720,38313,50660,Americas
,Armenia,40.0691,45.0382,2020-07-09,30346,535,18000,11811,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,2020-07-09,113,3,105,5,Western Pacific
New South Wales,Australia,-33.8688,151.2093,2020-07-09,3467,49,2987,431,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,2020-07-09,31,0,29,2,Western Pacific
Queensland,Australia,-27.4698,153.0251,2020-07-09,1068,6,1057,5,Western Pacific
South Australia,Australia,-34.9285,138.6007,2020-07-09,443,4,439,0,Western Pacific
Tasmania,Australia,-42.8821,147.3272,2020-07-09,228,13,215,0,Western Pacific
Victoria,Australia,-37.8136,144.9631,2020-07-09,3397,22,2142,1233,Western Pacific
Western Australia,Australia,-31.9505,115.8605,2020-07-09,627,9,602,16,Western Pacific
,Austria,47.5162,14.5501,2020-07-09,18615,706,16758,1151,Europe
,Azerbaijan,40.1431,47.5769,2020-07-09,22464,284,13591,8589,Europe
,Bahamas,25.025885,-78.035889,2020-07-09,107,11,89,7,Americas
,Bahrain,26.0275,50.55,2020-07-09,31528,103,26520,4905,Eastern Mediterranean
,Bangladesh,23.685,90.3563,2020-07-09,175494,2238,84544,88712,South-East Asia
,Barbados,13.1939,-59.5432,2020-07-09,98,7,90,1,Americas
,Belarus,53.7098,27.9534,2020-07-09,64411,449,53609,10353,Europe
,Belgium,50.8333,4.469936,2020-07-09,62210,9778,17159,35273,Europe
,Benin,9.3077,2.3158,2020-07-09,1285,23,333,929,Africa
,Bhutan,27.5142,90.4336,2020-07-09,80,0,55,25,South-East Asia
,Bolivia,-16.2902,-63.5887,2020-07-09,44113,1638,13354,29121,Americas
,Bosnia and Herzegovina,43.9159,17.6791,2020-07-09,6086,214,2815,3057,Europe
,Brazil,-14.235,-51.9253,2020-07-09,1755779,69184,1171447,515148,Americas
,Brunei,4.5353,114.7277,2020-07-09,141,3,138,0,Western Pacific
,Bulgaria,42.7339,25.4858,2020-07-09,6672,262,3229,3181,Europe
,Burkina Faso,12.2383,-1.5616,2020-07-09,1005,53,862,90,Africa
,Cabo Verde,16.5388,-23.0418,2020-07-09,1552,18,730,804,Africa
,Cambodia,11.55,104.9167,2020-07-09,141,0,131,10,Western Pacific
,Cameroon,3.8480000000000003,11.5021,2020-07-09,14916,359,11525,3032,Africa
Alberta,Canada,53.9333,-116.5765,2020-07-09,8519,161,0,8358,Americas
British Columbia,Canada,53.7267,-127.6476,2020-07-09,3028,186,0,2842,Americas
Manitoba,Canada,53.7609,-98.8139,2020-07-09,325,7,0,318,Americas
New Brunswick,Canada,46.5653,-66.4619,2020-07-09,166,2,0,164,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-07-09,261,3,0,258,Americas
Nova Scotia,Canada,44.681999999999995,-63.7443,2020-07-09,1066,63,0,1003,Americas
Ontario,Canada,51.2538,-85.3232,2020-07-09,38200,2750,0,35450,Americas
Prince Edward Island,Canada,46.5107,-63.4168,2020-07-09,33,0,0,33,Americas
Quebec,Canada,52.9399,-73.5491,2020-07-09,56216,5609,0,50607,Americas
Saskatchewan,Canada,52.9399,-106.4509,2020-07-09,813,15,0,798,Americas
,Central African Republic,6.6111,20.9394,2020-07-09,4200,52,1142,3006,Africa
,Chad,15.4542,18.7322,2020-07-09,873,74,788,11,Africa
,Chile,-35.6751,-71.543,2020-07-09,306216,6682,274922,24612,Americas
Anhui,China,31.8257,117.2264,2020-07-09,991,6,985,0,Western Pacific
Beijing,China,40.1824,116.4142,2020-07-09,929,9,645,275,Western Pacific
Chongqing,China,30.0572,107.874,2020-07-09,582,6,575,1,Western Pacific
Fujian,China,26.0789,117.9874,2020-07-09,363,1,360,2,Western Pacific
Gansu,China,35.7518,104.2861,2020-07-09,167,2,162,3,Western Pacific
Guangdong,China,23.3417,113.4244,2020-07-09,1647,8,1631,8,Western Pacific
Guangxi,China,23.8298,108.7881,2020-07-09,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,2020-07-09,147,2,145,0,Western Pacific
Hainan,China,19.1959,109.7453,2020-07-09,171,6,165,0,Western Pacific
Hebei,China,39.549,116.1306,2020-07-09,349,6,0,343,Western Pacific
Heilongjiang,China,47.861999999999995,127.7615,2020-07-09,947,13,934,0,Western Pacific
Henan,China,37.8957,114.9042,2020-07-09,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,2020-07-09,1365,7,1167,191,Western Pacific
Hubei,China,30.9756,112.2707,2020-07-09,68135,4512,63623,0,Western Pacific
Hunan,China,27.6104,111.7088,2020-07-09,1019,4,1015,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,2020-07-09,244,1,237,6,Western Pacific
Jiangsu,China,32.9711,119.455,2020-07-09,654,0,654,0,Western Pacific
Jiangxi,China,27.614,115.7221,2020-07-09,932,1,931,0,Western Pacific
Jilin,China,43.6661,126.1923,2020-07-09,155,2,153,0,Western Pacific
Liaoning,China,41.2956,122.6085,2020-07-09,162,2,150,10,Western Pacific
Macau,China,22.1667,113.55,2020-07-09,46,0,45,1,Western Pacific
Ningxia,China,37.2692,106.1655,2020-07-09,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,2020-07-09,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,2020-07-09,321,3,314,4,Western Pacific
Shandong,China,36.3427,118.1498,2020-07-09,792,7,785,0,Western Pacific
Shanghai,China,31.201999999999998,121.4491,2020-07-09,721,7,689,25,Western Pacific
Shanxi,China,37.5777,112.2922,2020-07-09,199,0,198,1,Western Pacific
Sichuan,China,30.6171,102.7103,2020-07-09,599,3,582,14,Western Pacific
Tianjin,China,39.3054,117.323,2020-07-09,199,3,195,1,Western Pacific
Tibet,China,31.6927,88.0924,2020-07-09,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,2020-07-09,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.48700000000001,2020-07-09,187,2,183,2,Western Pacific
Zhejiang,China,29.1832,120.0934,2020-07-09,1269,1,1267,1,Western Pacific
,Colombia,4.5709,-74.2973,2020-07-09,133973,4714,53634,75625,Americas
,Congo (Brazzaville),-0.228,15.8277,2020-07-09,1821,47,525,1249,Africa
,Congo (Kinshasa),-4.0383,21.7587,2020-07-09,7846,189,3513,4144,Africa
,Costa Rica,9.7489,-83.7534,2020-07-09,6485,25,2023,4437,Americas
,Cote d'Ivoire,7.54,-5.5471,2020-07-09,11750,79,5752,5919,Africa
,Croatia,45.1,15.2,2020-07-09,3416,115,2323,978,Europe
,Cuba,21.521757,-77.78116700000002,2020-07-09,2403,86,2244,73,Americas
,Cyprus,35.1264,33.4299,2020-07-09,1010,19,839,152,Europe
,Czechia,49.8175,15.472999999999999,2020-07-09,12919,352,8128,4439,Europe
Faroe Islands,Denmark,61.8926,-6.9118,2020-07-09,188,0,188,0,Europe
Greenland,Greenland,71.7069,-42.6043,2020-07-09,13,0,13,0,Europe
,Denmark,56.2639,9.5018,2020-07-09,12916,609,12045,262,Europe
,Djibouti,11.8251,42.5903,2020-07-09,4955,56,4671,228,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,2020-07-09,40790,842,20426,19522,Americas
,Ecuador,-1.8312,-78.1834,2020-07-09,64221,4900,29184,30137,Americas
,Egypt,26.820553000000004,30.802497999999996,2020-07-09,79254,3617,22753,52884,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,2020-07-09,8844,243,5289,3312,Americas
,Equatorial Guinea,1.6508,10.2679,2020-07-09,3071,51,842,2178,Africa
,Eritrea,15.1794,39.7823,2020-07-09,232,0,107,125,Africa
,Estonia,58.5953,25.0136,2020-07-09,2011,69,1889,53,Europe
,Eswatini,-26.5225,31.4659,2020-07-09,1213,17,609,587,Africa
,Ethiopia,9.145,40.4897,2020-07-09,6973,120,2430,4423,Africa
,Fiji,-17.7134,178.065,2020-07-09,26,0,18,8,Western Pacific
,Finland,61.92411,25.748151,2020-07-09,7273,329,6800,144,Europe
French Guiana,France,3.9339,-53.1258,2020-07-09,5558,22,2555,2981,Europe
French Polynesia,France,-17.6797,149.4068,2020-07-09,62,0,60,2,Europe
Guadeloupe,France,16.265,-61.551,2020-07-09,184,14,157,13,Europe
Mayotte,France,-12.8275,45.166244,2020-07-09,2702,37,2480,185,Europe
New Caledonia,France,-20.904304999999997,165.618042,2020-07-09,21,0,21,0,Europe
Reunion,France,-21.1151,55.5364,2020-07-09,566,3,472,91,Europe
Saint Barthelemy,France,17.9,-62.8333,2020-07-09,6,0,6,0,Europe
St Martin,France,18.0708,-63.0501,2020-07-09,43,3,37,3,Europe
Martinique,France,14.6415,-61.0242,2020-07-09,249,14,98,137,Europe
,France,46.2276,2.2137,2020-07-09,197964,29889,72408,95667,Europe
,Gabon,-0.8037,11.6094,2020-07-09,5871,46,2682,3143,Africa
,Gambia,13.4432,-15.3101,2020-07-09,63,3,32,28,Africa
,Georgia,42.3154,43.3569,2020-07-09,968,15,844,109,Europe
,Germany,51.165690999999995,10.451526,2020-07-09,199001,9057,183728,6216,Europe
,Ghana,7.9465,-1.0232,2020-07-09,23463,129,18622,4712,Africa
,Greece,39.0742,21.8243,2020-07-09,3672,193,1374,2105,Europe
,Guatemala,15.7835,-90.2308,2020-07-09,26658,1092,3797,21769,Americas
,Guinea,9.9456,-9.6966,2020-07-09,5881,36,4672,1173,Africa
,Guyana,4.860416000000002,-58.93018000000001,2020-07-09,286,16,125,145,Americas
,Haiti,18.9712,-72.2852,2020-07-09,6486,123,2181,4182,Americas
,Holy See,41.9029,12.4534,2020-07-09,12,0,12,0,Europe
,Honduras,15.2,-86.2419,2020-07-09,26384,704,2779,22901,Americas
,Hungary,47.1625,19.5033,2020-07-09,4220,591,2887,742,Europe
,Iceland,64.9631,-19.0208,2020-07-09,1833,10,1803,20,Europe
,India,20.593684,78.96288,2020-07-09,793802,21604,495513,276685,South-East Asia
,Indonesia,-0.7893,113.9213,2020-07-09,70736,3417,32651,34668,South-East Asia
,Iran,32.427908,53.68804599999999,2020-07-09,250458,12305,212176,25977,Eastern Mediterranean
,Iraq,33.223191,43.679291,2020-07-09,69612,2882,39502,27228,Eastern Mediterranean
,Ireland,53.1424,-7.6921,2020-07-09,25565,1743,23364,458,Europe
,Israel,31.046051000000002,34.851612,2020-07-09,34825,348,18452,16025,Europe
,Italy,41.87194,12.56738,2020-07-09,242363,34926,193978,13459,Europe
,Jamaica,18.1096,-77.2975,2020-07-09,753,10,603,140,Americas
,Japan,36.204824,138.252924,2020-07-09,20617,982,17412,2223,Western Pacific
,Jordan,31.24,36.51,2020-07-09,1169,10,982,177,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,2020-07-09,54747,264,35137,19346,Europe
,Kenya,-0.0236,37.9062,2020-07-09,8975,173,2657,6145,Africa
,South Korea,35.90775700000001,127.766922,2020-07-09,13338,288,12065,985,Western Pacific
,Kuwait,29.311659999999996,47.481766,2020-07-09,52840,382,42686,9772,Eastern Mediterranean
,Kyrgyzstan,41.20438,74.766098,2020-07-09,9358,122,3134,6102,Europe
,Latvia,56.8796,24.6032,2020-07-09,1154,30,1019,105,Europe
,Lebanon,33.8547,35.8623,2020-07-09,2011,36,1368,607,Eastern Mediterranean
,Liberia,6.4280550000000005,-9.429499,2020-07-09,957,42,398,517,Africa
,Liechtenstein,47.14,9.55,2020-07-09,84,1,81,2,Europe
,Lithuania,55.1694,23.8813,2020-07-09,1857,79,1564,214,Europe
,Luxembourg,49.8153,6.1296,2020-07-09,4719,110,4056,553,Europe
,Madagascar,-18.766947000000002,46.869107,2020-07-09,3782,33,1950,1799,Africa
,Malaysia,4.210483999999999,101.97576600000001,2020-07-09,8683,121,8499,63,Western Pacific
,Maldives,3.2028,73.2207,2020-07-09,2553,13,2227,313,South-East Asia
,Malta,35.9375,14.3754,2020-07-09,674,9,656,9,Europe
,Mauritania,21.0079,-10.9408,2020-07-09,5126,144,2026,2956,Africa
,Mauritius,-20.348404000000002,57.552152,2020-07-09,342,10,330,2,Africa
,Mexico,23.6345,-102.5528,2020-07-09,282283,33526,219628,29129,Americas
,Moldova,47.4116,28.3699,2020-07-09,18666,624,11936,6106,Europe
,Monaco,43.7333,7.4167,2020-07-09,108,4,96,8,Europe
,Mongolia,46.8625,103.8467,2020-07-09,227,0,197,30,Western Pacific
,Montenegro,42.708678000000006,19.37439,2020-07-09,1019,19,320,680,Europe
,Morocco,31.7917,-7.0926,2020-07-09,15079,242,11447,3390,Eastern Mediterranean
,Namibia,-22.9576,18.4904,2020-07-09,615,0,25,590,Africa
,Nepal,28.1667,84.25,2020-07-09,16531,35,7891,8605,South-East Asia
Aruba,Netherlands,12.5211,-69.9683,2020-07-09,105,3,98,4,Europe
Curacao,Netherlands,12.1696,-68.99,2020-07-09,25,1,24,0,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,2020-07-09,78,15,63,0,Europe
,Netherlands,52.1326,5.2913,2020-07-09,50798,6137,0,44661,Europe
,New Zealand,-40.9006,174.886,2020-07-09,1542,22,1497,23,Western Pacific
,Nicaragua,12.865416,-85.207229,2020-07-09,2846,91,1993,762,Americas
,Niger,17.607789,8.081666,2020-07-09,1097,68,976,53,Africa
,Nigeria,9.082,8.6753,2020-07-09,30748,689,12546,17513,Africa
,North Macedonia,41.6086,21.7453,2020-07-09,7572,362,3624,3586,Europe
,Norway,60.472,8.4689,2020-07-09,8965,252,8138,575,Europe
,Oman,21.512583,55.92325500000001,2020-07-09,51725,236,33021,18468,Eastern Mediterranean
,Pakistan,30.3753,69.3451,2020-07-09,243599,5058,149092,89449,Eastern Mediterranean
,Panama,8.538,-80.7821,2020-07-09,42216,839,20437,20940,Americas
,Papua New Guinea,-6.314993,143.95555,2020-07-09,11,0,8,3,Western Pacific
,Paraguay,-23.4425,-58.4438,2020-07-09,2638,20,1229,1389,Americas
,Peru,-9.19,-75.0152,2020-07-09,316448,11314,207802,97332,Americas
,Philippines,12.879721,121.77401699999999,2020-07-09,51754,1314,12813,37627,Western Pacific
,Poland,51.9194,19.1451,2020-07-09,36951,1551,25477,9923,Europe
,Portugal,39.3999,-8.2245,2020-07-09,45277,1644,30049,13584,Europe
,Qatar,25.3548,51.1839,2020-07-09,102110,142,97272,4696,Eastern Mediterranean
,Romania,45.9432,24.9668,2020-07-09,30789,1834,20969,7986,Europe
,Russia,61.52401,105.31875600000001,2020-07-09,706240,10826,480494,214920,Europe
,Rwanda,-1.9403,29.8739,2020-07-09,1210,3,623,584,Africa
,Saint Lucia,13.9094,-60.9789,2020-07-09,22,0,19,3,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-07-09,29,0,29,0,Americas
,San Marino,43.9424,12.4578,2020-07-09,699,42,656,1,Europe
,Saudi Arabia,23.885942,45.079162,2020-07-09,223327,2100,161096,60131,Eastern Mediterranean
,Senegal,14.4974,-14.4524,2020-07-09,7784,143,5169,2472,Africa
,Serbia,44.0165,21.0059,2020-07-09,17342,352,13651,3339,Europe
,Seychelles,-4.6796,55.492,2020-07-09,94,0,11,83,Africa
,Singapore,1.2833,103.8333,2020-07-09,45423,26,41645,3752,Western Pacific
,Slovakia,48.669,19.699,2020-07-09,1851,28,1477,346,Europe
,Slovenia,46.1512,14.9955,2020-07-09,1776,111,1429,236,Europe
,Somalia,5.152149,46.199616,2020-07-09,3038,92,1209,1737,Eastern Mediterranean
,South Africa,-30.5595,22.9375,2020-07-09,238339,3720,113061,121558,Africa
,Spain,40.463667,-3.7492199999999998,2020-07-09,253056,28401,150376,74279,Europe
,Sri Lanka,7.873054,80.77179699999998,2020-07-09,2154,11,1979,164,South-East Asia
,Sudan,12.8628,30.2176,2020-07-09,10158,641,5200,4317,Eastern Mediterranean
,Suriname,3.9193,-56.0278,2020-07-09,694,17,456,221,Americas
,Sweden,60.128161,18.643501,2020-07-09,74333,5500,0,68833,Europe
,Switzerland,46.8182,8.2275,2020-07-09,32586,1966,29400,1220,Europe
,Taiwan*,23.7,121.0,2020-07-09,449,7,438,4,Western Pacific
,Tanzania,-6.369028,34.888822,2020-07-09,509,21,183,305,Africa
,Thailand,15.870032,100.992541,2020-07-09,3202,58,3085,59,South-East Asia
,Togo,8.6195,0.8248,2020-07-09,704,15,483,206,Africa
,Trinidad and Tobago,10.6918,-61.2225,2020-07-09,133,8,120,5,Americas
,Tunisia,33.886917,9.537499,2020-07-09,1231,50,1055,126,Eastern Mediterranean
,Turkey,38.9637,35.2433,2020-07-09,209962,5300,190390,14272,Europe
,Uganda,1.373333,32.290275,2020-07-09,1000,0,908,92,Africa
,Ukraine,48.3794,31.1656,2020-07-09,52285,1344,24606,26335,Europe
,United Arab Emirates,23.424076,53.847818000000004,2020-07-09,53577,328,43570,9679,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,2020-07-09,149,9,137,3,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-07-09,201,1,197,3,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,2020-07-09,577,47,512,18,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,2020-07-09,180,0,176,4,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,2020-07-09,336,24,312,0,Europe
Montserrat,United Kingdom,16.742498,-62.187366000000004,2020-07-09,11,1,10,0,Europe
,United Kingdom,55.3781,-3.4360000000000004,2020-07-09,287621,44602,0,243019,Europe
,Uruguay,-32.5228,-55.7658,2020-07-09,977,29,878,70,Americas
,US,40.0,-100.0,2020-07-09,3117946,133290,969111,2015545,Americas
,Uzbekistan,41.377491,64.585262,2020-07-09,11564,51,7287,4226,Europe
,Venezuela,6.4238,-66.5897,2020-07-09,8372,80,2544,5748,Americas
,Vietnam,14.058323999999999,108.277199,2020-07-09,369,0,347,22,Western Pacific
,Zambia,-13.133897,27.849332,2020-07-09,1895,42,1348,505,Africa
,Zimbabwe,-19.015438,29.154857,2020-07-09,885,9,206,670,Africa
,Dominica,15.415,-61.371,2020-07-09,18,0,18,0,Americas
,Grenada,12.1165,-61.678999999999995,2020-07-09,23,0,23,0,Americas
,Mozambique,-18.665695,35.529562,2020-07-09,1092,9,0,1083,Africa
,Syria,34.802075,38.99681500000001,2020-07-09,372,14,0,358,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,2020-07-09,24,0,0,24,South-East Asia
,Belize,17.1899,-88.4976,2020-07-09,30,2,19,9,Americas
,Laos,19.856270000000002,102.495496,2020-07-09,19,0,19,0,Western Pacific
,Libya,26.3351,17.228331,2020-07-09,1342,38,307,997,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,2020-07-09,5220,24,525,4671,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,2020-07-09,1790,25,760,1005,Africa
,Mali,17.570692,-3.996166000000001,2020-07-09,2370,120,1621,629,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,2020-07-09,16,0,15,1,Americas
Northwest Territories,Canada,64.8255,-124.8457,2020-07-09,5,0,0,5,Americas
Yukon,Canada,64.2823,-135.0,2020-07-09,11,0,0,11,Americas
,Kosovo,42.602636,20.902977,2020-07-09,4100,86,2063,1951,Europe
,Burma,21.9162,95.956,2020-07-09,321,6,254,61,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,2020-07-09,3,0,3,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-07-09,8,1,7,0,Europe
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-07-09,55,2,11,42,Europe
,Botswana,-22.3285,24.6849,2020-07-09,314,1,31,282,Africa
,Burundi,-3.3731,29.9189,2020-07-09,191,1,118,72,Africa
,Sierra Leone,8.460555000000001,-11.779889,2020-07-09,1598,63,1123,412,Africa
,Malawi,-13.2543,34.3015,2020-07-09,1942,25,369,1548,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-07-09,13,0,13,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-07-09,1,0,1,0,Europe
,South Sudan,6.8770000000000024,31.307,2020-07-09,2021,38,333,1650,Africa
,Western Sahara,24.2155,-12.8858,2020-07-09,10,1,8,1,Africa
,Sao Tome and Principe,0.1864,6.6131,2020-07-09,726,14,283,429,Africa
,Yemen,15.552726999999999,48.516388,2020-07-09,1356,361,619,376,Eastern Mediterranean
,Comoros,-11.6455,43.3333,2020-07-09,314,7,272,35,Africa
,Tajikistan,38.861,71.2761,2020-07-09,6410,54,5067,1289,Europe
,Lesotho,-29.61,28.2336,2020-07-09,134,1,20,113,Africa
,Afghanistan,33.93911,67.709953,2020-07-10,34194,971,20882,12341,Eastern Mediterranean
,Albania,41.1533,20.1683,2020-07-10,3278,85,1875,1318,Europe
,Algeria,28.0339,1.6596,2020-07-10,18242,996,13124,4122,Africa
,Andorra,42.5063,1.5218,2020-07-10,855,52,803,0,Europe
,Angola,-11.2027,17.8739,2020-07-10,458,23,117,318,Africa
,Antigua and Barbuda,17.0608,-61.7964,2020-07-10,74,3,57,14,Americas
,Argentina,-38.4161,-63.6167,2020-07-10,94060,1774,38984,53302,Americas
,Armenia,40.0691,45.0382,2020-07-10,30903,546,18709,11648,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,2020-07-10,113,3,105,5,Western Pacific
New South Wales,Australia,-33.8688,151.2093,2020-07-10,3474,49,2997,428,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,2020-07-10,31,0,29,2,Western Pacific
Queensland,Australia,-27.4698,153.0251,2020-07-10,1070,6,1058,6,Western Pacific
South Australia,Australia,-34.9285,138.6007,2020-07-10,443,4,439,0,Western Pacific
Tasmania,Australia,-42.8821,147.3272,2020-07-10,228,13,215,0,Western Pacific
Victoria,Australia,-37.8136,144.9631,2020-07-10,3560,23,2286,1251,Western Pacific
Western Australia,Australia,-31.9505,115.8605,2020-07-10,634,9,604,21,Western Pacific
,Austria,47.5162,14.5501,2020-07-10,18709,706,16808,1195,Europe
